city_name,country,city_lat,city_lon,population,max_temp_ctrl,max_temp_ssp,temp_diff,timestamp_ctrl,timestamp_ssp,time_idx_ctrl,time_idx_ssp,cell_idx_ctrl,cell_idx_ssp,lat_ctrl,lon_ctrl,lat_ssp,lon_ssp
Bulawayo,Zimbabwe,-20.1699975,28.580002,699385,35.6605163574219,43.2136169433594,7.5531005859375,1951-12-17T12:00:00.000000000,2092-11-13T12:00:00.000000000,5723,37603,4602036,4614011,-20.07029914855957,28.468467712402344,-20.28119468688965,28.463855743408203
Kirksville,United States of America,40.1936823,-92.5828091,19193,40.85024414062502,48.40252075195315,7.552276611328125,1950-07-17T21:00:00.000000000,2090-08-10T21:00:00.000000000,1582,30998,1014539,1014539,40.24604415893555,267.34552001953125,40.24604415893555,267.34552001953125
Diyarbakır,Turkey,37.920436,40.2300402,644763,44.3013854980469,51.85296020507815,7.55157470703125,1968-07-21T12:00:00.000000000,2091-08-08T12:00:00.000000000,54211,33899,1108854,1111834,37.92618560791016,40.34899139404297,37.85588836669922,40.29490661621094
Bir Lehlou,Western Sahara,26.1191667,-9.6525222,500,44.2387634277344,51.78875122070315,7.54998779296875,1953-07-29T15:00:00.000000000,2091-08-01T15:00:00.000000000,10444,33844,1665175,1665175,26.1862907409668,350.4276428222656,26.1862907409668,350.4276428222656
Beaufort,United States of America,32.4321664,-80.689504,31626,39.2266784667969,46.77642211914065,7.54974365234375,1959-06-19T21:00:00.000000000,2089-06-30T18:00:00.000000000,27654,27749,1355526,1355526,32.4428825378418,279.2952575683594,32.4428825378418,279.2952575683594
Achacachi,Bolivia,-16.0833219,-68.6665686,8447,17.821832275390648,25.370721435546898,7.54888916015625,1950-09-21T21:00:00.000000000,2090-11-17T18:00:00.000000000,2110,31789,4374975,4374975,-16.133567810058594,291.3270263671875,-16.133567810058594,291.3270263671875
Rzeszów,Poland,50.02865490248002,21.99599152212444,245686,37.1096130371094,44.65780029296877,7.548187255859375,1956-08-13T12:00:00.000000000,2091-08-03T12:00:00.000000000,19331,33859,651039,651039,50.15817260742188,21.90893173217773,50.15817260742188,21.90893173217773
Ramallah,Palestine,31.9029448,35.2062094,24599,37.34682617187502,44.8948913574219,7.548065185546875,1954-05-31T09:00:00.000000000,2090-05-30T12:00:00.000000000,12890,30419,1376424,1376424,31.95079040527344,35.132530212402344,31.95079040527344,35.132530212402344
Semnan,Iran,35.5547923,53.3743025,124826,41.9188171386719,49.46444091796877,7.545623779296875,1953-06-07T12:00:00.000000000,2089-07-05T12:00:00.000000000,10027,27787,1215663,1215663,35.465728759765625,53.42307662963867,35.465728759765625,53.42307662963867
Aberdeen,United States of America,46.9748963,-123.8143911,32745,35.98043212890627,43.52395019531252,7.54351806640625,1962-06-24T00:00:00.000000000,2083-07-13T21:00:00.000000000,36455,10318,759257,759257,46.994728088378906,236.25,46.994728088378906,236.25
Idlib,Syria,35.9297048,36.6316552,128840,42.96401367187502,50.50643310546877,7.54241943359375,1965-08-01T12:00:00.000000000,2085-07-25T12:00:00.000000000,45531,16259,1193788,1193788,35.957820892333984,36.79172134399414,35.957820892333984,36.79172134399414
Springs,South Africa,-26.2695735,28.430037,236083,33.74614868164065,41.28218994140627,7.536041259765625,1951-12-19T12:00:00.000000000,2091-10-30T12:00:00.000000000,5739,34563,4945626,4941987,-26.397188186645508,28.31683158874512,-26.326889038085938,28.384614944458008
Salem,United States of America,44.9280703,-123.0238967,229010,40.18367919921877,47.71968994140627,7.5360107421875,1957-07-17T00:00:00.000000000,2088-07-18T00:00:00.000000000,22031,24967,829840,829840,45.02635955810547,237.0186309814453,45.02635955810547,237.0186309814453
Yulin,China,38.2833079,109.7332914,155960,37.48232421875002,45.01827392578127,7.53594970703125,1960-06-20T09:00:00.000000000,2085-07-18T09:00:00.000000000,30586,16202,1094582,1088671,38.277679443359375,109.70270538330078,38.41827774047852,109.63414764404295
Southampton,United Kingdom,50.9000314,-1.3999768,384417,33.89565429687502,41.43135986328127,7.53570556640625,1963-08-18T15:00:00.000000000,2090-08-03T15:00:00.000000000,39820,30940,626031,632763,51.00175476074219,358.5509948730469,50.79085922241211,358.5587158203125
Abakan,Russia,53.7036845,91.445002,167289,40.34575805664065,47.88115844726565,7.535400390625,1969-08-11T09:00:00.000000000,2090-07-09T09:00:00.000000000,57298,30738,542329,542329,53.67311096191406,91.3819580078125,53.67311096191406,91.3819580078125
Kermanshah,Iran,34.381952,47.0580651,828313,41.53621826171877,49.0681091308594,7.531890869140625,1959-07-16T12:00:00.000000000,2088-08-08T12:00:00.000000000,27867,25139,1266015,1266015,34.34095001220703,46.92211151123047,34.34095001220703,46.92211151123047
Van Horn,United States of America,31.0424837,-104.8322423,2175,39.3561950683594,46.88558349609377,7.529388427734375,1950-06-29T21:00:00.000000000,2083-06-12T21:00:00.000000000,1438,10070,1418592,1418592,31.10720443725586,255.24940490722656,31.10720443725586,255.24940490722656
Pensacola,United States of America,30.4211263,-87.2169351,234384,39.4063659667969,46.93447265625002,7.528106689453125,1959-06-22T21:00:00.000000000,2092-07-11T18:00:00.000000000,27678,36605,1445837,1445836,30.54481506347656,272.8588256835937,30.54481506347656,272.7529296875
Cheyenne,United States of America,41.1400069,-104.8197107,72927,34.4658142089844,41.99373779296877,7.527923583984375,1950-08-01T21:00:00.000000000,2090-08-03T21:00:00.000000000,1702,30942,977746,980545,41.15992736816406,255.1931304931641,41.089630126953125,255.2142791748047
Colorado Springs,United States of America,38.8629625,-104.7919863,493654,36.7371765136719,44.26394042968752,7.526763916015625,1950-08-01T21:00:00.000000000,2091-07-01T21:00:00.000000000,1702,33598,1075151,1075151,38.76977157592773,255.2660369873047,38.76977157592773,255.2660369873047
Uberlândia,Brazil,-18.8999975,-48.2799836,563536,37.31301269531252,44.83965454101565,7.526641845703125,1954-10-17T18:00:00.000000000,2083-10-28T18:00:00.000000000,14005,11173,4532629,4532630,-18.804920196533203,311.5929260253906,-18.804920196533203,311.6814270019531
Araguari,Brazil,-18.6400134,-48.1999884,96565,36.57119140625002,44.09731445312502,7.526123046875,1954-10-17T18:00:00.000000000,2083-10-28T18:00:00.000000000,14005,11173,4524490,4524490,-18.66432380676269,311.7762451171875,-18.66432380676269,311.7762451171875
Hays,United States of America,38.8793697,-99.322191,21394,42.2176452636719,49.74358520507815,7.52593994140625,1959-08-08T21:00:00.000000000,2090-08-12T21:00:00.000000000,28054,31014,1072264,1072264,38.84006881713867,260.6557312011719,38.84006881713867,260.6557312011719
Monterrey,Mexico,25.671941,-100.3319306,3712000,42.12136230468752,49.64666137695315,7.525299072265625,1960-05-11T21:00:00.000000000,2088-05-22T21:00:00.000000000,30270,24518,1682552,1689898,25.834796905517575,259.8909606933594,25.69420051574707,259.9129638671875
Barretos,Brazil,-20.550026,-48.5800169,101220,38.94741210937502,46.47139892578127,7.52398681640625,1954-10-16T18:00:00.000000000,2083-10-27T15:00:00.000000000,13997,11164,4625101,4625100,-20.42179298400879,311.5593566894531,-20.42179298400879,311.46881103515625
Perito Moreno,Argentina,-46.6000122,-70.9333553,3766,30.126824951171898,37.65078125000002,7.523956298828125,1963-01-12T21:00:00.000000000,2083-01-15T21:00:00.000000000,38078,8886,5829190,5826706,-46.64323425292969,288.9855041503906,-46.57293319702149,289.09967041015625
Swift Current,Canada,50.2837382,-107.766611,14906,39.57036743164065,47.09420166015627,7.523834228515625,1967-07-14T21:00:00.000000000,2090-08-05T00:00:00.000000000,51230,30951,647938,647938,50.29876708984375,252.1265411376953,50.29876708984375,252.1265411376953
Kitchener,Canada,43.4499951,-80.5000066,417001,35.9636169433594,43.48540649414065,7.52178955078125,1950-07-16T18:00:00.000000000,2091-08-22T18:00:00.000000000,1573,34013,893147,890475,43.33919143676758,279.5658569335937,43.40948867797852,279.4452819824219
Kasimov,Russia,54.9434538,41.39307,36663,34.76876220703127,42.28826293945315,7.519500732421875,1959-08-04T12:00:00.000000000,2092-07-15T09:00:00.000000000,28019,36634,505204,503195,54.9384880065918,41.51093292236328,55.008785247802734,41.41434097290039
Challapata,Bolivia,-18.8995841,-66.7799913,9114,19.612908935546898,27.132226562500023,7.519317626953125,1966-11-22T18:00:00.000000000,2090-11-17T21:00:00.000000000,49357,31790,4536486,4536486,-18.875219345092773,293.2086486816406,-18.875219345092773,293.2086486816406
Moab,United States of America,38.5737036,-109.5491895,5730,39.70000610351565,47.21843872070315,7.5184326171875,1957-07-14T21:00:00.000000000,2090-08-05T21:00:00.000000000,22014,30958,1083928,1083928,38.558876037597656,250.43478393554688,38.558876037597656,250.43478393554688
Butterworth,Malaysia,5.4170711,100.4000109,821652,34.3167663574219,41.8349548339844,7.5181884765625,1951-03-12T06:00:00.000000000,2091-03-16T06:00:00.000000000,3481,32737,2907767,2907767,5.518453121185303,100.52238464355467,5.518453121185303,100.52238464355467
Longview,United States of America,46.1387199,-122.9369511,66231,39.00246582031252,46.52034912109377,7.51788330078125,1965-08-02T21:00:00.000000000,2088-07-18T00:00:00.000000000,45542,24967,791641,791641,46.080841064453125,237.0906219482422,46.080841064453125,237.0906219482422
La Romana,Dominican Republic,18.4170012,-68.966602,208437,33.61947021484377,41.13729248046877,7.517822265625,1966-09-09T18:00:00.000000000,2091-08-20T18:00:00.000000000,48765,33997,2090188,2086100,18.453426361083984,290.9588928222656,18.523725509643555,290.89129638671875
Ayaviri,Peru,-14.8795711,-70.5999907,19310,18.509545898437523,26.026788330078148,7.517242431640625,1950-10-21T21:00:00.000000000,2090-11-17T21:00:00.000000000,2350,31790,4298366,4302655,-14.868189811706545,289.3755798339844,-14.938488006591797,289.3936462402344
Tuxtla Gutiérrez,Mexico,16.749997,-93.1500096,481128,37.56902465820315,45.08364257812502,7.514617919921875,1951-05-14T21:00:00.000000000,2091-04-28T21:00:00.000000000,3990,33086,2193389,2193389,16.69595718383789,266.90545654296875,16.69595718383789,266.90545654296875
Larissa,Greece,39.6304092,22.4200162,128758,44.49492797851565,52.00750122070315,7.5125732421875,1953-07-14T12:00:00.000000000,2089-06-30T12:00:00.000000000,10323,27747,1038380,1038380,39.61335754394531,22.468793869018555,39.61335754394531,22.468793869018555
Puerto Madryn,Argentina,-42.7700134,-65.04002,64555,41.04323730468752,48.5552917480469,7.512054443359375,1968-01-14T18:00:00.000000000,2082-01-06T18:00:00.000000000,52701,5893,5683927,5683927,-42.70650100708008,294.9926147460937,-42.70650100708008,294.9926147460937
Seremban,Malaysia,2.7104922,101.9400203,372917,33.44707641601565,40.95852050781252,7.511444091796875,1951-03-14T06:00:00.000000000,2091-03-20T06:00:00.000000000,3497,32769,3108896,3103911,2.6362037658691406,101.90857696533205,2.706502676010132,101.91813659667967
Hattiesburg,United States of America,31.3272726,-89.2902452,58874,39.3962341308594,46.90752563476565,7.51129150390625,1959-08-28T21:00:00.000000000,2091-07-16T21:00:00.000000000,28214,33718,1405292,1405292,31.388399124145508,270.6443786621094,31.388399124145508,270.6443786621094
Elista,Russia,46.3286566,44.2087121,106971,41.19051513671877,48.70070800781252,7.51019287109375,1960-07-24T12:00:00.000000000,2089-08-08T12:00:00.000000000,30859,28059,785271,780268,46.221439361572266,44.066986083984375,46.362037658691406,44.35200119018555
Sena Madureira,Brazil,-9.0700032,-68.6699793,26192,34.74477539062502,42.2548767089844,7.510101318359375,1951-09-11T18:00:00.000000000,2090-10-21T18:00:00.000000000,4949,31573,3933099,3933099,-9.103690147399902,291.35064697265625,-9.103690147399902,291.35064697265625
Dryden,Canada,49.7833295,-92.8333364,7862,36.81350097656252,44.32265625000002,7.5091552734375,1959-08-14T21:00:00.000000000,2089-06-29T21:00:00.000000000,28102,27742,666377,666377,49.73637771606445,267.1923828125,49.73637771606445,267.1923828125
Villa Unión,Mexico,23.1999909,-106.2300381,15443,33.74941406250002,41.25832519531252,7.5089111328125,1969-04-11T18:00:00.000000000,2090-07-13T21:00:00.000000000,56325,30774,1820974,1820974,23.23374366760254,253.77359008789065,23.23374366760254,253.77359008789065
Lowell,United States of America,42.6336884,-71.3166911,723629,38.42714843750002,45.93551025390627,7.50836181640625,1951-08-07T18:00:00.000000000,2088-07-30T18:00:00.000000000,4669,25069,922863,922863,42.56590270996094,288.8218078613281,42.56590270996094,288.8218078613281
Ouargla,Algeria,31.9699724,5.3400252,176271,46.13680419921877,53.6451354980469,7.508331298828125,1950-06-04T15:00:00.000000000,2084-06-23T15:00:00.000000000,1236,13084,1379470,1372834,31.880491256713867,5.415162563323975,32.021087646484375,5.428226947784424
Georgetown,The Gambia,13.5510031,-14.7670015,3584,42.71944580078127,50.22658691406252,7.50714111328125,1968-06-12T15:00:00.000000000,2083-04-14T15:00:00.000000000,53900,9596,2386893,2386893,13.532512664794922,345.24725341796875,13.532512664794922,345.24725341796875
An Nasiriyah,Iraq,31.0429488,46.2675529,451547,51.40645751953127,58.91317138671877,7.5067138671875,1951-07-21T12:00:00.000000000,2092-07-26T12:00:00.000000000,4531,36723,1416638,1423379,31.10720443725586,46.38954925537109,30.96660804748535,46.38625717163086
Hall Beach,Canada,68.7674668,-81.236083,654,15.398339843750025,22.903924560546898,7.505584716796873,1966-07-09T15:00:00.000000000,2092-07-20T15:00:00.000000000,48268,36676,188795,188795,68.717041015625,278.7947998046875,68.717041015625,278.7947998046875
Taranto,Italy,40.5083917,17.2299971,202033,39.32137451171877,46.82598266601565,7.504608154296875,1964-06-18T12:00:00.000000000,2088-07-31T12:00:00.000000000,42259,25075,1004041,998380,40.456939697265625,17.39069175720215,40.597537994384766,17.31258773803711
Medina,Saudi Arabia,24.5019349,39.5780565,1010000,46.53811035156252,54.04265747070315,7.504547119140625,1951-07-23T12:00:00.000000000,2090-08-10T12:00:00.000000000,4547,30995,1750692,1746952,24.499120712280277,39.61538314819336,24.569419860839844,39.657752990722656
Kuruman,South Africa,-27.4495532,23.4200069,10006,36.55214843750002,44.05635986328127,7.50421142578125,1952-01-05T12:00:00.000000000,2088-02-03T12:00:00.000000000,5875,23643,4999693,4996113,-27.451669692993164,23.456375122070312,-27.381370544433597,23.43016815185547
Alta Floresta,Brazil,-9.9000301,-55.909983,40466,37.7125183105469,45.2153259277344,7.5028076171875,1951-09-23T18:00:00.000000000,2088-09-23T18:00:00.000000000,5045,25509,3983826,3983826,-9.87697696685791,304.14337158203125,-9.87697696685791,304.14337158203125
Asadabad,Afghanistan,34.866,71.1500046,48400,38.71489868164065,46.21730957031252,7.502410888671875,1960-06-19T09:00:00.000000000,2089-06-17T09:00:00.000000000,30578,27642,1244048,1244048,34.833038330078125,71.1787109375,34.833038330078125,71.1787109375
Ituiutaba,Brazil,-18.9700191,-49.4599891,85345,38.10634765625002,45.60869750976565,7.502349853515625,1954-10-17T18:00:00.000000000,2083-10-28T15:00:00.000000000,14005,11172,4544798,4540742,-19.015817642211918,310.4733581542969,-18.945518493652344,310.52215576171875
La Sarre,Canada,48.8000045,-79.2000342,7206,35.65938720703127,43.1614929199219,7.502105712890625,1958-07-15T21:00:00.000000000,2089-08-16T21:00:00.000000000,24942,28126,699184,696821,48.752197265625,280.81219482421875,48.82249450683594,280.8305053710937
Goiânia,Brazil,-16.7180814,-49.3019705,2022000,37.06170043945315,44.56325683593752,7.501556396484375,1954-10-15T18:00:00.000000000,2083-10-27T18:00:00.000000000,13989,11165,4417190,4417190,-16.83655548095703,310.9090881347656,-16.83655548095703,310.9090881347656
Austin,United States of America,30.2688955,-97.7447242,1161000,40.89650878906252,48.3968444824219,7.500335693359375,1966-06-23T21:00:00.000000000,2090-08-12T21:00:00.000000000,48142,31014,1452546,1449142,30.404216766357425,262.18310546875,30.474515914916992,262.4911804199219
Tlimcen,Algeria,34.8904142,-1.3200076,229777,41.8990417480469,49.39907226562502,7.500030517578125,1955-07-31T15:00:00.000000000,2085-07-26T12:00:00.000000000,16300,16267,1240260,1240260,34.973636627197266,358.627685546875,34.973636627197266,358.627685546875
Nanuque,Brazil,-17.8399589,-40.3500283,37824,35.69414672851565,43.19399414062502,7.499847412109375,1955-10-22T18:00:00.000000000,2090-10-22T18:00:00.000000000,16965,31581,4475397,4479519,-17.820737838745117,319.5829162597656,-17.891036987304688,319.71844482421875
Puerto Carreño,Colombia,6.1850346,-67.4930227,10216,36.54476318359377,44.04384765625002,7.49908447265625,1958-04-01T18:00:00.000000000,2091-03-12T18:00:00.000000000,24101,32709,2862287,2862287,6.22144079208374,292.5,6.22144079208374,292.5
Stillwater,United States of America,36.1353512,-97.0682976,47667,43.20156250000002,50.70064697265627,7.49908447265625,1959-08-09T21:00:00.000000000,2090-08-12T21:00:00.000000000,28062,31014,1186470,1186470,36.16871643066406,262.98699951171875,36.16871643066406,262.98699951171875
Istanbul,Turkey,41.01760173507249,28.97427681675554,10061000,39.24001464843752,46.73592529296877,7.49591064453125,1957-07-24T12:00:00.000000000,2089-07-22T12:00:00.000000000,22091,27923,998475,975987,40.597537994384766,29.405941009521484,41.15992736816406,28.712446212768555
Yarmouth,Canada,43.8307945,-66.1125812,7500,28.763787841796898,36.25884399414065,7.49505615234375,1951-08-09T18:00:00.000000000,2088-07-31T21:00:00.000000000,4685,25078,874639,874639,43.83128356933594,293.96368408203125,43.83128356933594,293.96368408203125
Mulanje,Malawi,-16.0333333,35.5,16483,36.23504028320315,43.72957763671877,7.494537353515625,1955-11-03T12:00:00.000000000,2091-11-01T12:00:00.000000000,17059,34579,4367752,4367752,-16.063268661499023,35.45454406738281,-16.063268661499023,35.45454406738281
Pannawonica,Australia,-21.6365747,116.3250337,686,45.5762878417969,53.0704284667969,7.494140625,1951-01-11T06:00:00.000000000,2083-01-25T06:00:00.000000000,3001,8961,4689970,4689970,-21.616870880126957,116.25383758544922,-21.616870880126957,116.25383758544922
San Marcos,Guatemala,14.9660011,-91.7999995,25088,20.6472106933594,28.141229248046898,7.4940185546874964,1966-04-04T18:00:00.000000000,2091-03-26T18:00:00.000000000,47501,32821,2295092,2295092,15.008787155151367,268.2352905273437,15.008787155151367,268.2352905273437
Satipo,Peru,-11.2599988,-74.6900253,15532,29.120019531250023,36.6140075683594,7.493988037109375,1953-10-05T18:00:00.000000000,2088-09-25T18:00:00.000000000,10989,25525,4069787,4074284,-11.212653160095217,285.3599853515625,-11.282952308654783,285.3736572265625
Waterville,United States of America,44.5518917,-69.6457854,25152,36.66689453125002,44.1607604980469,7.493865966796875,1950-07-02T18:00:00.000000000,2088-07-30T21:00:00.000000000,1461,25070,845757,845757,44.60456848144531,290.3538513183594,44.60456848144531,290.3538513183594
Lamas,Peru,-6.4300093,-76.5200169,13693,30.000817871093773,37.49297485351565,7.492156982421875,1957-08-26T18:00:00.000000000,2084-09-20T18:00:00.000000000,22357,13797,3754594,3754594,-6.432337284088135,283.5037841796875,-6.432337284088135,283.5037841796875
Lilongwe,Malawi,-13.9832951,33.783302,646750,32.40114746093752,39.89324340820315,7.492095947265625,1955-11-04T12:00:00.000000000,2091-12-01T09:00:00.000000000,17067,34818,4239165,4239165,-13.954305648803713,33.89502716064453,-13.954305648803713,33.89502716064453
Faisalabad,Pakistan,31.4119266,73.1080513,2617000,48.7858825683594,56.27669677734377,7.490814208984375,1951-05-17T09:00:00.000000000,2091-05-29T09:00:00.000000000,4010,33330,1410164,1406805,31.247802734375,73.28571319580078,31.31810188293457,73.05125427246094
Dodge City,United States of America,37.7600582,-100.018195,25932,41.80489501953127,49.29360351562502,7.48870849609375,1959-08-02T21:00:00.000000000,2091-07-19T21:00:00.000000000,28006,33742,1116642,1119633,37.785587310791016,260.0,37.71529006958008,260.01336669921875
Izamal,Mexico,20.9304136,-89.020055,14954,38.47377929687502,45.96245727539065,7.488677978515625,1952-03-30T21:00:00.000000000,2091-04-23T21:00:00.000000000,6558,33046,1945348,1945348,20.98418235778809,270.91278076171875,20.98418235778809,270.91278076171875
Duhok,Iraq,36.8667001,43.0000026,986000,45.56572875976565,53.0528503417969,7.48712158203125,1963-07-22T12:00:00.000000000,2085-07-30T09:00:00.000000000,39603,16298,1157043,1157043,36.80140686035156,42.93035507202149,36.80140686035156,42.93035507202149
Eastmain,Canada,52.233335,-78.5166909,335,26.991052246093773,34.47808227539065,7.487030029296875,1966-06-29T21:00:00.000000000,2091-08-19T00:00:00.000000000,48190,33983,588099,585932,52.19683456420898,281.4575500488281,52.26713562011719,281.4787292480469
Al Kut,Iraq,32.4907158,45.8303702,321521,50.91176757812502,58.39788208007815,7.486114501953125,1951-07-21T12:00:00.000000000,2085-08-02T12:00:00.000000000,4531,16323,1350104,1356683,32.513179779052734,45.98540115356445,32.372581481933594,45.76456451416016
Bangkok,Thailand,13.7519451,100.5146988,6704000,38.18792114257815,45.6727233886719,7.48480224609375,1951-04-15T06:00:00.000000000,2091-05-06T06:00:00.000000000,3753,33145,2357791,2362136,13.954305648803713,100.35911560058594,13.88400650024414,100.3495864868164
Nonthaburi,Thailand,13.8336892,100.4833134,258550,38.18792114257815,45.6727233886719,7.48480224609375,1951-04-15T06:00:00.000000000,2091-05-06T06:00:00.000000000,3753,33145,2357791,2362136,13.954305648803713,100.35911560058594,13.88400650024414,100.3495864868164
Pine Bluff,United States of America,34.2286975,-92.0030512,53217,41.42867431640627,48.91311035156252,7.48443603515625,1950-07-22T21:00:00.000000000,2091-07-10T21:00:00.000000000,1622,33670,1274348,1274348,34.20035171508789,267.96990966796875,34.20035171508789,267.96990966796875
Nalchik,Russia,43.4981059,43.6179471,307866,38.94487915039065,46.42888793945315,7.4840087890625,1968-08-18T12:00:00.000000000,2092-07-15T12:00:00.000000000,54435,36635,880747,880747,43.620384216308594,43.780120849609375,43.620384216308594,43.780120849609375
Viacha,Bolivia,-16.6500057,-68.2999502,34776,18.549707031250023,26.0329528808594,7.4832458496093786,1950-09-21T18:00:00.000000000,2090-11-17T18:00:00.000000000,2109,31789,4408601,4404412,-16.69595718383789,291.6618957519531,-16.62565803527832,291.6412353515625
Campo Murao,Brazil,-24.0496057,-52.4199893,75401,35.4883972167969,42.97136840820315,7.48297119140625,1958-10-11T18:00:00.000000000,2083-10-10T18:00:00.000000000,25645,11029,4822559,4822559,-24.007028579711918,307.6033935546875,-24.007028579711918,307.6033935546875
Touggourt,Algeria,33.0999809,6.0599812,133954,45.92299804687502,53.40520629882815,7.482208251953125,1951-08-20T15:00:00.000000000,2083-06-27T15:00:00.000000000,4772,10188,1317079,1317079,33.21616744995117,6.096059322357178,33.21616744995117,6.096059322357178
Foggia,Italy,41.4604783,15.5599698,155203,42.80800781250002,50.2901550292969,7.482147216796875,1953-07-08T12:00:00.000000000,2091-08-04T12:00:00.000000000,10275,33867,961963,961965,41.51142120361328,15.432276725769045,41.51142120361328,15.691642761230469
Al Jubayl,Saudi Arabia,27.0046424,49.646003,237274,46.92025146484377,54.40215454101565,7.481903076171875,1968-05-27T12:00:00.000000000,2090-07-17T09:00:00.000000000,53771,30802,1622256,1622256,26.959577560424805,49.54494857788086,26.959577560424805,49.54494857788086
Inta,Russia,66.0374278,60.1674279,22921,32.1995788574219,39.68023071289065,7.48065185546875,1969-07-09T09:00:00.000000000,2082-07-25T12:00:00.000000000,57034,7491,237550,238931,66.04569244384766,60.0,65.97539520263672,60.08670425415039
Barranquilla,Colombia,10.9619345,-74.8019127,1798000,35.77950439453127,43.25948486328127,7.47998046875,1951-03-19T18:00:00.000000000,2090-08-10T18:00:00.000000000,3541,30997,2559604,2559604,10.790861129760742,285.1989440917969,10.790861129760742,285.1989440917969
Soledad,Colombia,10.9200169,-74.7699945,698852,35.77950439453127,43.25948486328127,7.47998046875,1951-03-19T18:00:00.000000000,2090-08-10T18:00:00.000000000,3541,30997,2559604,2559604,10.790861129760742,285.1989440917969,10.790861129760742,285.1989440917969
İzmit,Turkey,40.776024,29.9306172,466504,38.00502929687502,45.48320922851565,7.478179931640625,1967-07-23T12:00:00.000000000,2089-07-22T12:00:00.000000000,51299,27923,987207,990018,40.87873458862305,30.08534812927246,40.80843353271485,29.914772033691406
Manica,Mozambique,-18.9696057,32.8799979,4000,37.53521118164065,45.01314697265627,7.477935791015625,1953-10-10T12:00:00.000000000,2092-11-12T12:00:00.000000000,11027,37595,4541671,4541671,-19.015817642211918,32.928993225097656,-19.015817642211918,32.928993225097656
Taichung,Taiwan,24.1520775,120.681667,2629323,31.928613281250023,39.40642700195315,7.477813720703125,1955-09-05T06:00:00.000000000,2083-05-31T03:00:00.000000000,16585,9968,1774066,1781609,24.077327728271484,120.57324981689452,23.936731338500977,120.60381317138672
Tubruq,Libya,32.0799915,23.9600256,263527,41.8351989746094,49.31051025390627,7.475311279296875,1959-06-29T12:00:00.000000000,2085-05-15T15:00:00.000000000,27731,15692,1376320,1376320,31.95079040527344,23.85542106628418,31.95079040527344,23.85542106628418
Ciénaga,Colombia,11.010399,-74.2500004,131171,32.39812622070315,39.87185058593752,7.473724365234375,1957-04-14T21:00:00.000000000,2091-04-08T00:00:00.000000000,21286,32919,2550570,2550569,10.931458473205566,285.86358642578125,10.931458473205566,285.78387451171875
Koktokay,China,46.99112308175973,89.53021785838968,80000,38.82430419921877,46.29769287109377,7.473388671875,1954-07-30T09:00:00.000000000,2090-07-10T09:00:00.000000000,13370,30746,760718,760718,46.9244270324707,89.5624008178711,46.9244270324707,89.5624008178711
Taoudenni,Mali,22.6665867,-3.9833592,3019,46.58611450195315,54.05819091796877,7.472076416015625,1959-07-11T15:00:00.000000000,2091-07-08T15:00:00.000000000,27828,33652,1852729,1852729,22.67135238647461,355.9771423339844,22.67135238647461,355.9771423339844
Biggar,Canada,52.0504004,-107.9832902,2192,39.84868774414065,47.32009277343752,7.471405029296875,1967-07-14T21:00:00.000000000,2090-08-04T21:00:00.000000000,51230,30950,592268,592268,52.05623626708984,252.13235473632807,52.05623626708984,252.13235473632807
Bay City,United States of America,28.9811109,-95.9643598,18663,35.3846374511719,42.85463867187502,7.470001220703125,1965-07-15T21:00:00.000000000,2091-07-17T18:00:00.000000000,45398,33725,1525033,1521543,28.927942276000977,264.0206298828125,28.998241424560547,264.1169738769531
Conselheiro Lafaiete,Brazil,-20.6700187,-43.7899992,111596,34.34771118164065,41.81649169921877,7.468780517578125,1954-10-16T18:00:00.000000000,2083-10-28T18:00:00.000000000,13997,11173,4633092,4633092,-20.562389373779297,316.0887145996094,-20.562389373779297,316.0887145996094
Tura,Russia,64.2832971,100.2500459,5444,33.0411315917969,40.5085388183594,7.4674072265625,1950-07-13T09:00:00.000000000,2092-07-14T09:00:00.000000000,1546,36626,273432,273432,64.28822326660156,100.21621704101562,64.28822326660156,100.21621704101562
Kanab,United States of America,37.0473885,-112.5254936,3442,37.26143798828127,44.72792968750002,7.46649169921875,1957-07-13T21:00:00.000000000,2090-08-07T00:00:00.000000000,22006,30967,1149657,1149657,37.01230239868164,247.5593719482422,37.01230239868164,247.5593719482422
Barra do Bugres,Brazil,-15.0695853,-57.1900082,31311,39.92733154296877,47.39364013671877,7.46630859375,1953-09-12T18:00:00.000000000,2091-09-28T18:00:00.000000000,10805,34309,4307099,4311380,-15.008787155151367,302.7731018066406,-15.07908535003662,302.8037414550781
Mohembo,Botswana,-18.2995691,21.8000024,757,37.93886718750002,45.40505371093752,7.4661865234375,1951-11-01T12:00:00.000000000,2091-10-30T12:00:00.000000000,5355,34563,4496669,4500768,-18.242530822753903,21.863414764404297,-18.31282997131348,21.796875
Gastre,Argentina,-42.282963,-69.2333041,557,33.07988891601565,40.54338989257815,7.4635009765625,1950-02-19T18:00:00.000000000,2091-01-27T21:00:00.000000000,397,32358,5670311,5670311,-42.35500717163086,290.7184753417969,-42.35500717163086,290.7184753417969
Johannesburg,South Africa,-26.1680989,28.0280639,3435000,34.96431884765627,42.42714843750002,7.46282958984375,1951-12-18T15:00:00.000000000,2091-10-30T12:00:00.000000000,5732,34563,4923724,4923724,-25.97539520263672,27.934425354003903,-25.97539520263672,27.934425354003903
